url	answer	prompt	intermediate
2002/round1/04/Puzzle.html	PACIFIC	Location	
2002/round1/05/Puzzle.html	MONTHLY	Answer	
2002/round1/05/Puzzle.html	ATLANTIC	Location	
2002/round1/06/Puzzle.html	CARPET	Answer	
2002/round1/06/Puzzle.html	ORIENTAL	Location	
2002/round1/07/Puzzle.html	MCMILLAN	Answer	
2002/round1/07/Puzzle.html	ST JAMES	Location	
2002/round1/08/Puzzle.html	NUTMEG	Answer	
2002/round1/08/Puzzle.html	CONNECTICUT	Location	
2002/round1/09/Puzzle.html	BONCHURCH	Answer	
2002/round1/09/Puzzle.html	VENTNOR	Location	
2002/round1/10/Puzzle.html	ATHENIAN	Answer	
2002/round1/10/Puzzle.html	MEDITERRANEAN	Location	
2002/round1/11/Puzzle.html	DENALI	Answer	
2002/round1/11/Puzzle.html	PARK PLACE	Location	
2002/round1/12/Puzzle.html	WILLIAMS	Answer	
2002/round1/12/Puzzle.html	TENNESSEE	Location	
2002/round2/02/Puzzle.html	TEXTBOOK	Answer	
2002/round2/02/Puzzle.html	READING RR	Location	
2002/round2/03/Puzzle.html	ANDREW CARNEGIE	Answer	
2002/round2/03/Puzzle.html	PENNSYLVANIA RAILROAD	Location	
2002/round2/04/Puzzle.html	DES PLAINES	Answer	
2002/round2/04/Puzzle.html	ILLINOIS	Location	
2002/round2/05/Puzzle.html	METERLESS	Answer	
2002/round2/05/Puzzle.html	FREE PARKING	Location	
2002/round2/06/Puzzle.html	LATVIAN	Answer	
2002/round2/06/Puzzle.html	BALTIC	Location	
2002/round2/07/Puzzle.html	RITA MORENO	Answer	
2002/round2/07/Puzzle.html	ELECTRIC COMPANY	Location	
2002/round3/02/Puzzle.html	SIXTEENTH AMENDMENT	Answer	
2002/round3/02/Puzzle.html	INCOME TAX	Location	
2002/round3/03/Puzzle.html	WRIGHT BROTHERS	Answer	
2002/round3/03/Puzzle.html	NORTH CAROLINA	Location	
2002/round3/04/Puzzle.html	BOOTY	Answer	
2002/round3/04/Puzzle.html	COMMUNITY CHEST 1	Location	
2002/round3/05/Puzzle.html	JASON STAEBLER	Answer	
2002/round3/05/Puzzle.html	MARVIN GARDENS	Location	
2002/round3/06/Puzzle.html	EXTRAVAGANCE	Answer	
2002/round3/06/Puzzle.html	LUXURY TAX	Location	
2002/round4/__/Puzzle.html	HYDRAULICS	Answer	
2002/round4/__/Puzzle.html	WATER WORKS	Location	
2002/round4/04/Puzzle.html	STOWE	Answer	
2002/round4/04/Puzzle.html	VERMONT	Location	
2002/round4/06/Puzzle.html	MIKE MULLIGAN	Answer	
2002/round4/06/Puzzle.html	VIRGINIA	Location	
2002/round4/08/Puzzle.html	LUCK	Answer	
2002/round4/08/Puzzle.html	CHANCE 2	Location	
2002/round5/__/Puzzle.html	JEAN RENO	Answer	
2002/round5/__/Puzzle.html	JUST VISITING	Location	
2002/round5/02/Puzzle.html	BRING TO HEADQUARTERS ONE OF: CELEB CHEERLEADER CHEESECAKE FANTOCCINI JAMBALAYA	Answer	TRUE
2002/round5/02/Puzzle.html	GO TO JAIL	Location	
2002/round5/03/Puzzle.html	CLIMATES	Answer	
2002/round5/03/Puzzle.html	STATES AVENUE	Location	
2002/round5/10/Puzzle.html	TERRE HAUTE	Answer	
2002/round5/10/Puzzle.html	INDIANA	Location	
2002/round6/04/Puzzle.html	UNDER	Answer	
2002/round6/04/Puzzle.html	BOARDWALK	Location	
2002/round6/08/Puzzle.html	OPPORTUNITY	Answer	
2002/round6/08/Puzzle.html	CHANCE 1	Location	
2002/round6/12/Puzzle.html	HACHURE	Answer	
2002/round6/12/Puzzle.html	SHORT LINE RR	Location	
2002/round7/__/Puzzle.html	BORROMEO	Answer	
2002/round7/__/Puzzle.html	ST CHARLES	Location	
2002/round7/06/Puzzle.html	PUBLIC STORAGE	Answer	
2002/round7/06/Puzzle.html	COMMUNITY CHEST 2	Location	
2002/round7/08/Puzzle.html	BALTIMORE	Answer	
2002/round7/08/Puzzle.html	B&O RR	Location	
2002/round8/__/Puzzle.html	UNITED WAY	Answer	
2002/round8/__/Puzzle.html	COMMUNITY CHEST 3	Location	
2002/round8/02/Puzzle.html	ACCIDENT	Answer	
2002/round8/02/Puzzle.html	CHANCE 3	Location	
2002/round8/07/Puzzle.html	DEPART	Answer	
2002/round8/07/Puzzle.html	GO	Location	
2002/round8/09/Puzzle.html	SIXTEEN HUNDRED	Answer	
2002/round8/09/Puzzle.html	PENNSYLVANIA AVENUE	Location	
2002/yellow/A/Puzzle.html	BRING EATS FOR SOLUTION		
2002/yellow/B/Puzzle.html	LAKE ONONDAGA		
2002/yellow/C/Puzzle.html	CANONIZATIONS		
2002/yellow/D/Puzzle.html	THUJONE		
2002/yellow/X/Puzzle.html	BENJAMINS		
2003/www.acme-corp.com/teamGuest/1/1_1.html	CHALET		
2003/www.acme-corp.com/teamGuest/1/1_2.html	LABORATORY		
2003/www.acme-corp.com/teamGuest/1/1_3.html	MORTGAGEES		
2003/www.acme-corp.com/teamGuest/1/1_4.html	EXTRAORDINARY		
2003/www.acme-corp.com/teamGuest/1/1_5.html	SALMON		
2003/www.acme-corp.com/teamGuest/1/1_6.html	DEBTOR		
2003/www.acme-corp.com/teamGuest/1/1_7.html	ARKANSAS		
2003/www.acme-corp.com/teamGuest/1/index.html	TOTAL BS		
2003/www.acme-corp.com/teamGuest/2/index.html	KRESGE		
2003/www.acme-corp.com/teamGuest/3/3_1.html	ECHO		
2003/www.acme-corp.com/teamGuest/3/3_10.html	SALK		
2003/www.acme-corp.com/teamGuest/3/3_11.html	SLOT		
2003/www.acme-corp.com/teamGuest/3/3_2.html	DIRE		
2003/www.acme-corp.com/teamGuest/3/3_3.html	GALL		
2003/www.acme-corp.com/teamGuest/3/3_4.html	FOOD		
2003/www.acme-corp.com/teamGuest/3/3_5.html	GILA		
2003/www.acme-corp.com/teamGuest/3/3_6.html	LEVI		
2003/www.acme-corp.com/teamGuest/3/3_7.html	DOWN		
2003/www.acme-corp.com/teamGuest/3/3_8.html	CARD		
2003/www.acme-corp.com/teamGuest/3/3_9.html	BALL		
2003/www.acme-corp.com/teamGuest/3/index.html	KRISHNA		
2003/www.acme-corp.com/teamGuest/4/4_1.html	PIQUE		
2003/www.acme-corp.com/teamGuest/4/4_2.html	ARGYLE		
2003/www.acme-corp.com/teamGuest/4/4_3.html	TASS		
2003/www.acme-corp.com/teamGuest/4/4_4.html	HAM		
2003/www.acme-corp.com/teamGuest/4/4_5.html	WORMS		
2003/www.acme-corp.com/teamGuest/4/4_6.html	INADEQUATE		
2003/www.acme-corp.com/teamGuest/4/4_7.html	NEXUS		
2003/www.acme-corp.com/teamGuest/4/4_8.html	DAYS		
2003/www.acme-corp.com/teamGuest/4/4_9.html	SQUIRM		
2003/www.acme-corp.com/teamGuest/4/index.html	WITCH OF AGNESI		
2003/www.acme-corp.com/teamGuest/5/5_1.html	GASHLYCRUMB		
2003/www.acme-corp.com/teamGuest/5/5_2.html	BOYS		
2003/www.acme-corp.com/teamGuest/5/5_3.html	HAWAIIAN		
2003/www.acme-corp.com/teamGuest/5/5_4.html	CONSONANTS		
2003/www.acme-corp.com/teamGuest/5/5_5.html	FLEA		
2003/www.acme-corp.com/teamGuest/5/5_6.html	RHYMES		
2003/www.acme-corp.com/teamGuest/5/5_7.html	INITIAL		
2003/www.acme-corp.com/teamGuest/5/5_8.html	DOT		
2003/www.acme-corp.com/teamGuest/5/index.html	ANTACIDS		
2003/www.acme-corp.com/teamGuest/6/6_1.html	GROTESQUE		
2003/www.acme-corp.com/teamGuest/6/6_2.html	ORISON		
2003/www.acme-corp.com/teamGuest/6/6_3.html	3		
2003/www.acme-corp.com/teamGuest/6/6_4.html	DRIVE		
2003/www.acme-corp.com/teamGuest/6/6_5.html	PAPER HEARTS		
2003/www.acme-corp.com/teamGuest/6/6_6.html	SCARY MONSTERS		
2003/www.acme-corp.com/teamGuest/6/6_7.html	CONDUIT		
2003/www.acme-corp.com/teamGuest/6/6_8.html	MIND'S EYE		
2003/www.acme-corp.com/teamGuest/6/6_9.html	ALONE		
2003/www.acme-corp.com/teamGuest/6/index.html	MAGIC SQUARE		
2003/www.acme-corp.com/teamGuest/7/7_1.html	LADY ASTOR		
2003/www.acme-corp.com/teamGuest/7/7_2.html	ONE HUNDRED FIFTY		
2003/www.acme-corp.com/teamGuest/7/7_3.html	SECOND PERSON PLURAL		
2003/www.acme-corp.com/teamGuest/7/7_4.html	EINSTEINIUM		
2003/www.acme-corp.com/teamGuest/7/7_5.html	JAYHAWKS		
2003/www.acme-corp.com/teamGuest/7/7_6.html	FISCAL YEAR		
2003/www.acme-corp.com/teamGuest/7/7_7.html	FORTY-FIVE DEGREES		
2003/www.acme-corp.com/teamGuest/7/7_8.html	HALIFAX		
2003/www.acme-corp.com/teamGuest/7/index.html	MICKEY FINN		
2003/www.acme-corp.com/teamGuest/index.html	MATCHES		
2003/www.acme-corp.com/teamGuest/R/1_102/index.html	UPTOWN		
2003/www.acme-corp.com/teamGuest/R/1_248/index.html	SZECHUAN		
2003/www.acme-corp.com/teamGuest/R/1_534/index.html	EFFENDI		
2003/www.acme-corp.com/teamGuest/R/1_655/index.html	TRILOGY		
2003/www.acme-corp.com/teamGuest/R/1_853/index.html	COME PERFORM TWO-MINUTE KEANU SCENE		TRUE
2003/www.acme-corp.com/teamGuest/R/2_195/index.html	EQUINOX		
2003/www.acme-corp.com/teamGuest/R/2_426/index.html	LAME DUCK		
2003/www.acme-corp.com/teamGuest/R/2_723/index.html	ET CETERA		
2003/www.acme-corp.com/teamGuest/R/2_828/index.html	TWILIGHT		
2003/www.acme-corp.com/teamGuest/R/3_232/index.html	TOLKIEN		
2003/www.acme-corp.com/teamGuest/R/3_361/index.html	EMILY BRONTE		
2003/www.acme-corp.com/teamGuest/R/3_671/index.html	REVIVAL		
2003/www.acme-corp.com/teamGuest/R/3_805/index.html	SEURAT		
2003/www.acme-corp.com/teamGuest/R/4_127/index.html	AJ FOYT		
2003/www.acme-corp.com/teamGuest/R/4_364/index.html	SFORZANDO		
2003/www.acme-corp.com/teamGuest/R/4_748/index.html	VITREOUS		
2003/www.acme-corp.com/teamGuest/R/4_943/index.html	ILLUMINATI		
2003/www.acme-corp.com/teamGuest/R/5_092/index.html	GAZPACHO		
2003/www.acme-corp.com/teamGuest/R/5_519/index.html	ENPASSANT		
2003/www.acme-corp.com/teamGuest/R/5_815/index.html	NEW JERSEY		
2003/www.acme-corp.com/teamGuest/R/6_305/index.html	ECSTASY		
2003/www.acme-corp.com/teamGuest/R/6_553/index.html	RICE KRISPIES		
2003/www.acme-corp.com/teamGuest/R/6_689/index.html	ENCIRCLES		
2003/www.acme-corp.com/teamGuest/R/7_175/index.html	KARAOKE		
2003/www.acme-corp.com/teamGuest/R/7_413/index.html	ENSEMBLE		
2003/www.acme-corp.com/teamGuest/R/7_702/index.html	YIDDISH		
2003/www.acme-corp.com/teamGuest/Training/tp-a.html	1999 ALBUM		
2003/www.acme-corp.com/teamGuest/Training/tp-b.html	AND THE LAST SHALL BE FIRST		
2003/www.acme-corp.com/teamGuest/Training/tp-c.html	ROTATE NINETY DEGREES CCW		
2003/www.acme-corp.com/teamGuest/Training/tp-d.html	VIRGINIA COUNTY		
2003/www.acme-corp.com/teamGuest/Training/tp-e.html	CAESAR SHIFT FOUR AND REVERSE		
2003/www.acme-corp.com/teamGuest/Training/tp-f.html	OPPOSITE		
2003/www.acme-corp.com/teamGuest/Training/tp-g.html	SYLLABIC L GOES TO M		
2003/www.acme-corp.com/teamGuest/Training/tp-h.html	REMOVE A LETTER		
2003/www.acme-corp.com/teamGuest/Training/tp-i.html	REMOVE THE BLUE		
2003/www.acme-corp.com/teamGuest/Training/tp-j.html	DECRYPT		
2003/www.acme-corp.com/teamGuest/Training/tp-k.html	TRANSLATE		
2003/www.acme-corp.com/teamGuest/Training/tp-l.html	SWITCH THE ANSWERS		
2003/www.acme-corp.com/teamGuest/Training/tp-m.html	REMOVE ALPHA		
2003/www.acme-corp.com/teamGuest/Training/tp-n.html	HALVE		
2003/www.acme-corp.com/teamGuest/Training/tp-o.html	HUNT ANSWER LAST YEAR		
2003/www.acme-corp.com/teamGuest/Training/tp-p.html	M-TO-F CHANGE		
2003/www.acme-corp.com/teamGuest/Training/tp-q.html	USE THIS SCRIPT		
2003/www.acme-corp.com/teamGuest/Training/tp-r.html	ADD LETTERS IN SQUARE HOLES		
2004/aztec/67Z/	NAINSOOK		
2004/aztec/7Hq/	KLAKRING		
2004/aztec/AAC/	MARIA ALEXANDROVNA		
2004/aztec/b0k/	PELES TEARS		
2004/aztec/bae/	CANCRINITE		
2004/aztec/Bj4/	STAIRS LABELS RIP HEARTS FOR ANSWER		
2004/aztec/dMW/	TEMPUS FUGIT		
2004/aztec/Eij/	AIRSICK		
2004/aztec/eiu/	BOSWORTH		
2004/aztec/ejC/	SEASON		
2004/aztec/IT7/	GIRLSRULE		
2004/aztec/mDa/	YORYU		
2004/aztec/MTU/	SYLPHLIKE		
2004/aztec/TjP/	BOHR THEORY		
2004/aztec/v6C/	SANDBED		
2004/aztec/vPR/	MERMAID		
2004/booty/	UNPARAGONED	Fabrics	
2004/booty/	PUISSANT	Metals	
2004/booty/	METALLIC	Gems	
2004/booty/	TALISMAN	Rum	
2004/neotokyo/0Kd/	ACQUIL		
2004/neotokyo/3Ow/	HOARSE		
2004/neotokyo/3wX/	TURTLE		
2004/neotokyo/4IS/	VOILES		
2004/neotokyo/gE5/	BOUCLE		
2004/neotokyo/Ili/	SHERPA		
2004/neotokyo/n6h/	RONDEL		
2004/neotokyo/om4/	UV		
2004/neotokyo/Qd9/	WASHING A RIPPED UP HINT BAG SHOW UP AND BUILD IT		TRUE
2004/neotokyo/rxA/	LOVARI		
2004/neotokyo/XmZ/	NOVARA		
2004/neotokyo/yIR/	ECZEMA		
2004/neotokyo/YVq/	JUGFUL		
2004/pirates/0oB/	AMES		
2004/pirates/2K2/	MODACRYLIC		
2004/pirates/2RP/	RECTION		
2004/pirates/3VS/	ORIGAMI PIRATES HAT		
2004/pirates/5Sc/	AMBUSH		
2004/pirates/AXB/	MODULO		
2004/pirates/csH/	SPOON		
2004/pirates/EHG/	PORPHYRIN		
2004/pirates/FyX/	INKLE		
2004/pirates/GgH/	PREFROSH		
2004/pirates/gJS/	GALLOP		
2004/pirates/OlB/	DOOM		
2004/pirates/Ovz/	JIMMY CLIFF		
2004/pirates/P5q/	STIMULI		
2004/pirates/ZfZ/	ROWAN		
2004/pirates/Zlt/	PIET HEIN		
2004/timbuktu/1jp/	TITSANDASS		
2004/timbuktu/32T/	SETOHOLDINGS		
2004/timbuktu/3fO/	ASSESSMENT		
2004/timbuktu/4KX/	BRIGGS		
2004/timbuktu/6AQ/	SHANGHAI		
2004/timbuktu/7Kr/	DEADLIER		
2004/timbuktu/Aoo/	TWENTIES		
2004/timbuktu/h2H/	DEMARCATED		
2004/timbuktu/j6L/	ABSURDISM		
2004/timbuktu/kks/	DECONTAMINATION		
2004/timbuktu/LsD/	SYRUP		
2004/timbuktu/O0T/	LAMBSWOOL		
2004/timbuktu/rQ6/	PAVE WAYS WITH GOLD		
2004/timbuktu/TVi/	FOREFRONT		
2004/timbuktu/TX7/	JUBILEE		
2004/timbuktu/wVZ/	HQ CALL FOR ABSTRACTS		
2004/timbuktu/xaB/	CARACOLLING		
2004/titanic/1Tq/	PENNSYLVANIA		
2004/titanic/1Wh/	WINNIPESUAKEE		
2004/titanic/6US/	OCEAN E HQ		
2004/titanic/fL7/	HUCKLEBERRY		
2004/titanic/iS4/	MENAGERIE		
2004/titanic/iwC/	SANTAMARIA		
2004/titanic/MkE/	PERICLYMENUS		
2004/titanic/PVk/	AMERICAS CUP		
2004/titanic/pvm/	NORWEGIAN		
2004/titanic/sOt/	AMPHIBIOUS		
2004/titanic/uup/	BUCCINATOR		
2004/vatican/332/	BOYES		
2004/vatican/4Sl/	ACKNOWLEDGE		
2004/vatican/9PR/	INTERLININGS		
2004/vatican/aSP/	GRUE		
2004/vatican/Bif/	RGB OF RELIQUARY		
2004/vatican/bQP/	BABEWYNERY		
2004/vatican/djz/	CIRCUMNAVIGATION		
2004/vatican/f5n/	JNFORSTER		
2004/vatican/JLg/	BOUILLABAISSE		
2004/vatican/oJZ/	ETAMINE		
2004/vatican/Q4W/	CONVERSATIONALIST		
2004/vatican/qB6/	FENNEL		
2004/vatican/Ta6/	QUAGMIRE		
2004/vatican/tez/	INTERCHANGEABLE		
2004/vatican/XFv/	KNICKERBOCKERS		
2004/vegas/1Q4/	DESULTORY		
2004/vegas/2ox/	HUERFANA		
2004/vegas/367/	DIABETES		
2004/vegas/bh7/	PIMPS AND CHAPELS		
2004/vegas/egz/	SIXPENCE		
2004/vegas/fGG/	HDWOODSON		
2004/vegas/gR3/	SIXTYSTONE		
2004/vegas/ixu/	CANNABIS		
2004/vegas/l79/	SPARK		
2004/vegas/leg/	HIPPIES		
2004/vegas/QSK/	HELIOPOLIS		
2004/vegas/QTX/	CABBAGE		
2004/vegas/qvN/	SLAMMER		
2004/vegas/tjh/	SURFER		
2004/vegas/uYD/	DEICIDE		
2004/vegas/XY0/	CORDUROYS		
2004/yukon/5Kn/	SEVENTYSIX		
2004/yukon/7yQ/	BUCHANAN		
2004/yukon/bRu/	MEMPHIS BELLE		
2004/yukon/cow/	PAN FOR OXYGEN		
2004/yukon/HCm/	WILLIAMSBURG		
2004/yukon/hr0/	RIFFRAFF		
2004/yukon/icx/	LAVENDER		
2004/yukon/Kiz/	ILLUSION		
2004/yukon/piL/	RSVP		
2004/yukon/r2m/	EMBROIDERY		
2004/yukon/T6o/	IO		
2004/yukon/zMC/	PATRICIA		
2004/yukon/ZTv/	GAZPACHO		
2005/setec/	POWER OF TEN	Blue Meta	
2005/setec/	PINK TIGHTS	Blue Supermeta	
2005/setec/	SNAIL POWER	Green Meta	
2005/setec/	LOAFERS	Green Supermeta	
2005/setec/	DIPLOMACY	Orange Meta	
2005/setec/	TIE	Orange Supermeta	
2005/setec/	REPLICATING	Purple Meta	
2005/setec/	SARAN CAPRIS	Purple Supermeta	
2005/setec/	TIME TRAVEL	Red Meta	
2005/setec/	CAPE OF FEAR	Red Supermeta	
2005/setec/	SUPER TACTILE PINKY	Yellow Meta	
2005/setec/	LACY BRA	Yellow Supermeta	
2005/setec/1_minus_1_equals_2	HBOMB		
2005/setec/21_equations_to_solve	RIN TIN TIN		
2005/setec/a_bunch_of_boxes	MONKEYS		
2005/setec/alma_mater	IAN MCCULLOCH		
2005/setec/an_ax_to_grind	DISTORTION BOX		
2005/setec/bars_of_soap	PERT		
2005/setec/black_to_play	FROG		
2005/setec/bouncy_bouncy	CONDENSED		
2005/setec/call_me	MARACAS		
2005/setec/car_math_chameleon	L-SERIES		
2005/setec/change_of_clothes	TUNIC		
2005/setec/cocktail_party	VI		
2005/setec/commencement_ceremony	DOUG INGLE		
2005/setec/common_bonds	JINX		
2005/setec/concerto_delle_oche_volanti	DIMINISHING		
2005/setec/cookie_monster	EDIBLE		
2005/setec/dined_with_a_droid	NEWER		
2005/setec/dirty_laundry	V-NECK		
2005/setec/divided_we_stand	SOLID OF REVOLUTION		
2005/setec/dogs_playing_poker	DALMATIANS		
2005/setec/duck3	IMMOBILIZING		
2005/setec/easiest_scavenger_hunt_ever	LIGNITIC		
2005/setec/easy_as_abc	T-REX		
2005/setec/endless_love	REALER		
2005/setec/eoanthropus_dawsoni	METALLIC		
2005/setec/evil_empire	JANE AUSTEN		
2005/setec/express_yourself	KEY		
2005/setec/film_screening	MICROSOFT WINDOWS		
2005/setec/food_pyramid	TO REAP THE ANSWER PRESENT SEVERAL SNACK ITEMS WE DESIRE TWO BEARING THEMED SPECIAL NAMES		TRUE
2005/setec/found_in_the_alley	TO GET SOMETHING FROM HQ BRING A BALL AND DO SPLIT		TRUE
2005/setec/four_part_harmony	PHILLIPS		
2005/setec/from_a_to_b	YARDSTICKS		
2005/setec/from_the_home_office_in	PLAGUE		
2005/setec/gag_me	BRING AN APROPOS DYAD TO HUNT HQ		TRUE
2005/setec/gallery_tour	FORGER		
2005/setec/ginormous	UNSHARPENED		
2005/setec/girls_girls_girls	BIG COTTONWOOD		
2005/setec/gold_rush	ROLLING ROCK		
2005/setec/government_cuts	C-SPAN		
2005/setec/greater_good	JULIENNE		
2005/setec/grocery_list	SKIM MILK		
2005/setec/hall_of_mirrors	HEINZ		
2005/setec/heavenly_hash	SINSEMILLA		
2005/setec/in_the_house	GORDON GANO		
2005/setec/its_only_a_game	SPIROGRAPH		
2005/setec/jungle_beats	TARZAN		
2005/setec/junk_mail	ADMAN		
2005/setec/keeping_abreast_of_the_issues	AUGMENTATION		
2005/setec/king_philip	GLADIATOR		
2005/setec/know_when_to_hold_em	RIME		
2005/setec/lightning_strikes_twice	JUNGLE FEVER		
2005/setec/little_people	FIND HQ'S MR BUMP		TRUE
2005/setec/logomania	NSTAR		
2005/setec/lost_in_translation	DIGLOT		
2005/setec/lsea	YALE		
2005/setec/math_homework	P-FUNK		
2005/setec/mayors_breakfast	IN THE HEAT OF THE NIGHT		
2005/setec/maze	NINEPIN		
2005/setec/melody	PIANO		
2005/setec/more_variations	MAGNUM		
2005/setec/name_rank_and_serial_number	DICK TRACY		
2005/setec/new_zoo_revue	PROTOZOON		
2005/setec/no_child_left_behind	TIDBITS		
2005/setec/nonmetal_cure	NOVOCAINE		
2005/setec/not_about_the_bike	INFIX		
2005/setec/notes_from_underground	J-CREW		
2005/setec/number_two_pencil	RED		
2005/setec/odd_man_out	COUNCIL POSSESSES CRATE EXTRACT SINGLETON		TRUE
2005/setec/on_the_couch	PREW		
2005/setec/out_in_the_open	FLUID		
2005/setec/out_of_sorts	KIWI		
2005/setec/paint_by_fractions	PETER BUCK		
2005/setec/paint_store	MAYSFIELD		
2005/setec/par_for_the_course_v	RESEWN		
2005/setec/parallel_universe	DECKHOUSE		
2005/setec/peach_winslow	FARGO		
2005/setec/peg_o_my_heart	CATCH		
2005/setec/pieces_of_eight	AGNETHA FALTSKOG		
2005/setec/played_in_america	M. BUTTERFLY		
2005/setec/post_modern	EBAY		
2005/setec/reflecting_pool	TROMBONES		
2005/setec/remembering_our_roots	LAMA		
2005/setec/reorganization	NEA		
2005/setec/ringling_brothers	PASTRIES		
2005/setec/rite_awaits_myth	SPIRIT WRITING		
2005/setec/runaround	Z CENTER		
2005/setec/seven_days	EDDIE OJEDA		
2005/setec/shift_break	BRIAN WARNER		
2005/setec/shotgun_wedding	SEPARATE CHECKS		
2005/setec/six_of_one	HIPPOGRIFF		
2005/setec/skin_grafts	LENA KATINA		
2005/setec/spare_the_rod	PENISES		
2005/setec/sparing_the_snark	OCTROI		
